Size_sqft,Bedrooms,Bathrooms,Location,YearBuilt,Price
3426.0,4.0,1,Suburb,1964,600457.0
1771.0,1.0,3,Suburb,2006,676488.0
2509.0,2.0,2,Suburb,2002,554472.0
2063.0,5.0,3,City,1999,619979.0
3255.0,2.0,3,City,1970,838259.0
3349.0,5.0,3,City,1973,598400.0
3032.0,2.0,1,Suburb,1961,556328.0
2637.0,1.0,2,City,1998,841983.0
2256.0,1.0,3,City,2022,658763.0
1575.0,4.0,3,City,2022,619150.0
3797.0,1.0,3,Suburb,1977,689146.0
1881.0,2.0,3,City,1960,818440.0
2890.0,2.0,2,Suburb,1976,682251.0
3171.0,1.0,2,City,2013,561761.0
2026.0,3.0,1,City,1998,680920.0
3155.0,2.0,2,City,2007,434110.0
2961.0,4.0,2,City,1974,529403.0
3644.0,3.0,3,Suburb,1981,712003.0
2087.0,1.0,1,City,1979,667370.0
1508.0,5.0,1,City,2002,720968.0
2061.0,2.0,3,City,2015,725891.0
2568.0,5.0,1,Suburb,1983,783451.0
2461.0,4.0,2,City,2002,679147.0
2141.0,3.0,1,City,1980,811010.0
1066.0,5.0,3,Suburb,2007,730185.0
2753.0,4.0,1,Suburb,1975,738307.0
3818.0,5.0,1,City,1999,540983.0
2749.0,5.0,1,City,1980,558311.0
2851.0,4.0,3,City,2011,586241.0
2825.0,2.0,2,City,1967,941006.0
2701.0,5.0,1,Suburb,2014,863183.0
3080.0,4.0,2,City,2017,533641.0
2700.0,5.0,2,City,1964,660027.0
2198.0,2.0,2,City,2001,546307.0
1855.0,4.0,1,Suburb,1989,550408.0
2243.0,5.0,2,Suburb,1968,810521.0
2642.0,1.0,1,City,2000,448351.0
2196.0,2.0,1,Suburb,2010,731944.0
2642.0,5.0,1,City,2016,653849.0
2731.0,3.0,2,City,2020,808704.0
3010.0,4.0,1,Suburb,1965,691180.0
3329.0,5.0,3,Suburb,1985,881691.0
2475.0,2.0,3,Suburb,1965,668552.0
1493.0,2.0,3,City,2012,802356.0
2175.0,3.0,1,Suburb,2020,694915.0
2451.0,3.0,3,City,1992,673797.0
1118.0,5.0,1,Suburb,2004,840692.0
3404.0,1.0,1,City,1999,674710.0
2521.0,2.0,1,City,1983,688275.0
2690.0,1.0,2,City,2004,561195.0
3387.0,1.0,3,Suburb,1997,668532.0
1973.0,5.0,1,Suburb,1988,271195.0
2826.0,4.0,3,Suburb,1967,599300.0
2342.0,4.0,3,City,2023,711520.0
2289.0,4.0,2,Suburb,2010,641636.0
1872.0,3.0,3,Suburb,1965,631203.0
3600.0,2.0,1,Suburb,2006,746115.0
2153.0,3.0,1,Suburb,2008,892120.0
2915.0,2.0,3,City,1991,604528.0
1091.0,2.0,3,Suburb,2013,789458.0
3256.0,2.0,2,City,1995,660171.0
3165.0,5.0,1,City,1978,739653.0
2489.0,4.0,3,City,1996,956685.0
2259.0,3.0,3,City,1976,798991.0
2703.0,3.0,1,City,1975,846689.0
4042.0,5.0,3,Suburb,2017,603843.0
1170.0,2.0,2,Suburb,2003,650062.0
2974.0,4.0,3,City,2008,505391.0
1773.0,1.0,3,Suburb,2010,574231.0
2405.0,1.0,2,City,1964,692585.0
2244.0,5.0,2,City,2017,561449.0
2116.0,4.0,2,City,2005,697040.0
2412.0,1.0,1,City,2014,596438.0
1616.0,1.0,3,Suburb,1976,684357.0
3149.0,3.0,3,City,1971,761088.0
1148.0,4.0,2,Suburb,1983,749658.0
2802.0,1.0,1,Suburb,2015,724131.0
2188.0,3.0,2,Suburb,2014,856746.0
1590.0,4.0,3,Suburb,1975,391741.0
2563.0,2.0,1,City,1981,658591.0
1316.0,4.0,1,Suburb,2003,776667.0
2448.0,5.0,3,City,2002,363167.0
1411.0,3.0,1,Suburb,1980,915581.0
2747.0,2.0,1,City,1967,619009.0
1764.0,3.0,2,City,2008,564076.0
2100.0,3.0,1,Suburb,1965,775177.0
2628.0,1.0,2,Suburb,2006,549873.0
1872.0,4.0,1,Suburb,1995,860279.0
2379.0,3.0,2,City,1982,665966.0
1347.0,3.0,2,Suburb,1990,870278.0
2867.0,5.0,1,Suburb,2021,843038.0
3671.0,5.0,2,Suburb,2016,680827.0
4399.0,5.0,3,City,2024,563507.0
2484.0,3.0,3,Suburb,1996,917061.0
2978.0,2.0,1,Suburb,1976,441355.0
1158.0,4.0,1,City,1966,613418.0
3485.0,3.0,1,Suburb,2011,789790.0
2970.0,1.0,3,City,1994,448670.0
2077.0,2.0,1,City,1961,484473.0
3296.0,2.0,1,City,1999,636346.0
2239.0,4.0,2,City,1996,703512.0
2095.0,2.0,1,City,2016,387149.0
2757.0,4.0,3,City,1969,828513.0
1666.0,2.0,3,City,2005,640774.0
3144.0,4.0,1,City,1964,766400.0
1671.0,5.0,3,City,1964,553854.0
1675.0,5.0,2,City,1986,606994.0
1775.0,2.0,2,City,1964,707207.0
2958.0,2.0,1,City,2020,685962.0
1982.0,4.0,1,City,1967,761478.0
1464.0,4.0,2,City,1990,768689.0
1990.0,3.0,2,Suburb,1980,493627.0
2397.0,5.0,1,City,1980,690747.0
1583.0,3.0,3,Suburb,2010,638715.0
1603.0,3.0,1,Suburb,2018,720855.0
3916.0,1.0,1,Suburb,1961,616249.0
1810.0,4.0,1,Suburb,1989,670650.0
2191.0,1.0,1,Suburb,2017,947673.0
2159.0,1.0,1,Suburb,1979,490414.0
2121.0,3.0,1,City,1999,597260.0
2860.0,1.0,1,Suburb,1988,321257.0
3092.0,4.0,3,City,1964,584328.0
2203.0,3.0,1,City,1969,501256.0
1543.0,4.0,2,Suburb,2020,947618.0
3323.0,2.0,1,City,1960,615226.0
2352.0,1.0,3,City,2006,603856.0
3646.0,3.0,2,Suburb,2016,757668.0
828.0,5.0,1,City,1973,506354.0
2558.0,4.0,1,Suburb,1984,775348.0
3779.0,1.0,2,Suburb,1980,770400.0
2169.0,4.0,1,Suburb,1975,892216.0
2260.0,4.0,3,Suburb,1991,742998.0
2629.0,2.0,1,Suburb,2004,394079.0
2024.0,4.0,3,City,2023,829465.0
2198.0,2.0,1,Suburb,2019,1127425.0
2180.0,2.0,2,Suburb,1978,658774.0
1975.0,2.0,3,City,2006,663126.0
3291.0,1.0,1,Suburb,2023,591578.0
2746.0,4.0,1,Suburb,1989,424019.0
2597.0,4.0,2,Suburb,2006,716621.0
2993.0,2.0,2,Suburb,1992,582734.0
2232.0,4.0,3,Suburb,1980,711730.0
1871.0,4.0,3,Suburb,2022,716197.0
1992.0,2.0,3,Suburb,2001,940557.0
2421.0,5.0,1,City,2020,604229.0
1669.0,5.0,1,Suburb,2002,481403.0
2065.0,2.0,3,City,1985,704529.0
2054.0,1.0,1,Suburb,1992,648653.0
3925.0,4.0,2,Suburb,1992,936508.0
500.0,4.0,1,Suburb,2008,784641.0
2292.0,5.0,3,City,2000,643635.0
3643.0,2.0,1,City,1995,812241.0
2506.0,1.0,2,City,1981,825979.0
2954.0,2.0,3,Suburb,2006,525402.0
2490.0,5.0,3,Suburb,1979,728837.0
1947.0,5.0,3,City,1983,987379.0
831.0,4.0,3,City,2002,445739.0
2565.0,3.0,1,Suburb,1975,553093.0
1870.0,1.0,2,Suburb,1986,633337.0
1852.0,1.0,1,Suburb,2004,738436.0
2066.0,3.0,1,City,1996,710671.0
3656.0,5.0,3,City,1972,693412.0
4124.0,2.0,2,Suburb,2010,633905.0
2574.0,1.0,1,Suburb,1961,708743.0
2090.0,3.0,2,Suburb,2018,869865.0
1585.0,4.0,2,City,1973,912890.0
2752.0,4.0,2,Suburb,2008,821433.0
3683.0,5.0,2,City,1989,840435.0
2244.0,1.0,1,City,1968,675741.0
733.0,2.0,2,City,1983,1045497.0
2895.0,1.0,1,Suburb,2000,452414.0
3118.0,4.0,2,Suburb,2019,700201.0
1296.0,1.0,2,City,1991,773625.0
2545.0,4.0,1,City,2006,673850.0
2739.0,3.0,3,Suburb,1980,825830.0
2368.0,3.0,1,City,2001,640089.0
1859.0,4.0,2,Suburb,1961,851626.0
3140.0,2.0,1,Suburb,1990,681450.0
2134.0,2.0,2,Suburb,2015,607355.0
1367.0,1.0,1,Suburb,1989,589081.0
967.0,4.0,1,City,2022,705350.0
3313.0,5.0,1,Suburb,1974,576633.0
2857.0,2.0,3,City,1977,245512.0
2482.0,2.0,1,City,1991,388605.0
2108.0,3.0,1,City,1973,591231.0
2045.0,2.0,3,Suburb,2021,612943.0
1657.0,2.0,3,Suburb,2011,846475.0
2114.0,2.0,2,City,1981,714706.0
917.0,4.0,2,Suburb,1973,682917.0
1898.0,4.0,1,Suburb,1993,555547.0
2199.0,3.0,2,Suburb,2015,1080819.0
2852.0,1.0,1,Suburb,2012,665543.0
2391.0,2.0,3,Suburb,2008,800869.0
2983.0,1.0,3,City,2022,666801.0
3376.0,4.0,1,Suburb,1975,749025.0
3170.0,2.0,2,Suburb,1999,455207.0
2753.0,1.0,2,City,1997,720312.0
2428.0,1.0,2,Suburb,1977,677681.0
1724.0,5.0,1,City,1982,679991.0
2944.0,4.0,2,City,2007,823120.0
3610.0,3.0,3,Suburb,2005,431296.0
2662.0,3.0,3,City,1981,594322.0
3779.0,5.0,3,City,2013,360849.0
1338.0,1.0,3,Suburb,1999,624580.0
1602.0,5.0,3,City,1989,823497.0
3026.0,5.0,3,Suburb,2014,807665.0
2607.0,4.0,3,City,2015,630920.0
3351.0,2.0,3,Suburb,2001,693428.0
2409.0,1.0,3,City,2001,609621.0
1804.0,3.0,1,Suburb,2021,669564.0
2268.0,3.0,1,Suburb,2012,825499.0
1333.0,5.0,3,City,2012,913553.0
1620.0,5.0,3,City,2023,768071.0
3109.0,5.0,3,Suburb,1960,653248.0
3038.0,1.0,2,City,1986,919197.0
2677.0,5.0,1,City,1976,748729.0
1200.0,5.0,3,City,2022,623977.0
2166.0,2.0,1,Suburb,2000,643250.0
1551.0,1.0,3,Suburb,2017,600816.0
3254.0,4.0,2,Suburb,2016,771378.0
2006.0,4.0,3,City,1997,709132.0
1650.0,2.0,1,City,2004,694569.0
2441.0,3.0,1,City,1982,578365.0
1966.0,4.0,1,Suburb,1979,952248.0
3471.0,1.0,1,Suburb,1995,642935.0
1899.0,3.0,3,Suburb,2001,831668.0
1428.0,5.0,2,Suburb,1981,516632.0
894.0,1.0,2,City,2019,741554.0
2398.0,3.0,3,City,1970,571756.0
2021.0,4.0,3,City,1987,742716.0
1407.0,5.0,1,Suburb,2004,545611.0
3263.0,5.0,3,City,1981,490866.0
2893.0,1.0,2,City,2022,523051.0
2400.0,5.0,3,Suburb,1990,432870.0
3387.0,3.0,3,Suburb,1970,557561.0
2889.0,2.0,2,City,1995,781003.0
1836.0,4.0,2,Suburb,1994,552248.0
1683.0,1.0,3,City,1982,568774.0
2999.0,2.0,1,City,1988,711092.0
2701.0,2.0,1,Suburb,1982,384163.0
2540.0,1.0,1,Suburb,1975,762269.0
1820.0,3.0,2,City,1978,653002.0
2851.0,4.0,2,Suburb,2022,725683.0
1884.0,1.0,1,Suburb,2009,648176.0
2347.0,2.0,3,City,2002,622563.0
3445.0,2.0,3,City,1978,796341.0
1951.0,1.0,3,City,1977,658965.0
1305.0,2.0,2,Suburb,1965,752434.0
1674.0,1.0,2,Suburb,1994,809433.0
3124.0,1.0,1,Suburb,1973,488638.0
2600.0,4.0,3,City,2023,561209.0
2328.0,1.0,2,Suburb,1968,541685.0
2059.0,2.0,2,City,1994,612336.0
2764.0,5.0,1,Suburb,1961,687186.0
1818.0,4.0,3,City,1965,532904.0
2636.0,2.0,2,Suburb,1984,544877.0
1901.0,2.0,2,City,2009,611383.0
1783.0,4.0,2,City,1966,795312.0
1968.0,4.0,2,City,2022,587042.0
2154.0,2.0,3,City,1987,676790.0
2385.0,5.0,1,Suburb,1961,619344.0
2586.0,3.0,3,Suburb,2024,646753.0
500.0,2.0,1,Suburb,2018,565740.0
1847.0,4.0,2,Suburb,1983,306401.0
2142.0,1.0,3,Suburb,2021,569039.0
3486.0,1.0,1,City,1997,695870.0
1654.0,4.0,1,Suburb,2021,672520.0
2535.0,4.0,2,Suburb,2024,764640.0
3479.0,3.0,1,City,2010,447471.0
1489.0,4.0,1,Suburb,2011,717350.0
2699.0,1.0,1,Suburb,2022,582432.0
1851.0,5.0,2,Suburb,1970,550730.0
2062.0,4.0,3,City,2007,739313.0
1850.0,3.0,2,City,2013,778720.0
1901.0,5.0,1,Suburb,2009,830640.0
4349.0,3.0,1,City,1997,743887.0
3018.0,5.0,3,Suburb,1967,647760.0
3200.0,4.0,1,City,1965,448102.0
2768.0,1.0,3,City,1965,844460.0
1281.0,5.0,1,Suburb,1991,696220.0
2700.0,2.0,1,City,1997,527958.0
3180.0,3.0,2,Suburb,2016,694251.0
1815.0,5.0,2,City,2023,449023.0
3104.0,3.0,3,Suburb,2013,860588.0
2919.0,1.0,2,City,1973,604924.0
3732.0,3.0,3,Suburb,2023,501803.0
2123.0,3.0,2,Suburb,2009,851485.0
1642.0,2.0,3,Suburb,2006,469977.0
2163.0,3.0,1,Suburb,2013,659112.0
3437.0,5.0,3,City,1978,682481.0
1124.0,3.0,2,Suburb,1998,471991.0
954.0,4.0,3,City,2024,604052.0
2483.0,3.0,2,City,2019,386700.0
2106.0,4.0,1,Suburb,1992,599855.0
2425.0,3.0,2,Suburb,1991,389944.0
3090.0,3.0,1,Suburb,1995,793217.0
2028.0,5.0,1,Suburb,1983,571130.0
1092.0,4.0,2,City,2002,486399.0
3869.0,4.0,1,Suburb,2005,693140.0
1713.0,2.0,2,Suburb,2006,406297.0
1669.0,3.0,3,Suburb,1973,554842.0
3202.0,3.0,1,Suburb,2004,769030.0
2147.0,5.0,3,City,2011,457749.0
2375.0,2.0,3,City,2009,621833.0
2762.0,2.0,2,City,2024,540709.0
3188.0,5.0,2,Suburb,2023,358084.0
2183.0,4.0,1,City,1982,492697.0
3497.0,1.0,2,Suburb,2018,559944.0
906.0,5.0,3,City,2013,697585.0
2958.0,4.0,3,Suburb,1985,863850.0
1825.0,2.0,3,City,2003,659583.0
3392.0,5.0,1,Suburb,1972,678490.0
2520.0,1.0,2,Suburb,2013,773049.0
1943.0,3.0,3,City,1999,724741.0
2889.0,5.0,1,Suburb,1963,564809.0
3053.0,1.0,2,City,2012,578218.0
2875.0,1.0,2,City,1960,745683.0
1690.0,5.0,3,City,1965,735057.0
2077.0,4.0,1,Suburb,2014,692698.0
2417.0,5.0,3,City,1977,571435.0
2390.0,2.0,3,Suburb,1988,900259.0
2951.0,1.0,1,Suburb,2012,545634.0
991.0,1.0,3,City,1992,647005.0
2657.0,3.0,1,City,1962,868556.0
2214.0,1.0,1,Suburb,1979,680716.0
1825.0,3.0,3,Suburb,1963,653992.0
1893.0,1.0,3,City,1967,705691.0
2268.0,1.0,2,Suburb,1987,568979.0
500.0,5.0,2,Suburb,1985,649334.0
1923.0,5.0,1,Suburb,1993,770914.0
1799.0,2.0,1,City,2008,800039.0
2797.0,4.0,1,City,2008,896216.0
1849.0,2.0,2,City,1986,554792.0
2267.0,1.0,3,Suburb,2024,855597.0
3513.0,2.0,3,City,1992,751074.0
3124.0,5.0,2,City,2008,821081.0
3059.0,1.0,3,Suburb,2022,468149.0
2065.0,1.0,3,City,1991,553062.0
2804.0,2.0,3,City,1978,696698.0
2254.0,3.0,2,City,2009,766148.0
2281.0,4.0,1,Suburb,1981,600241.0
2710.0,2.0,3,Suburb,1968,608617.0
1996.0,2.0,3,City,1994,507764.0
3478.0,4.0,1,Suburb,1963,589759.0
2306.0,1.0,3,City,1996,607067.0
2858.0,1.0,3,City,1987,607958.0
3451.0,3.0,1,City,1968,531404.0
3151.0,2.0,2,City,1994,943820.0
1421.0,4.0,2,Suburb,1984,812173.0
2735.0,2.0,3,City,1968,760230.0
3023.0,5.0,3,Suburb,2020,830519.0
3052.0,2.0,1,Suburb,2011,747553.0
1631.0,2.0,1,City,1976,989652.0
1954.0,5.0,3,City,1968,545303.0
3125.0,5.0,3,City,2013,329274.0
1880.0,4.0,2,City,1964,533574.0
2207.0,1.0,2,Suburb,2022,389153.0
3537.0,3.0,2,Suburb,2006,483002.0
2386.0,5.0,2,Suburb,1978,573789.0
1904.0,1.0,1,Suburb,2004,642114.0
1798.0,4.0,2,City,1992,819143.0
2655.0,2.0,2,City,2002,907125.0
1475.0,4.0,3,Suburb,1985,706163.0
2244.0,4.0,2,Suburb,2004,484743.0
2656.0,5.0,3,Suburb,1994,588853.0
3340.0,3.0,3,City,2012,620068.0
2893.0,5.0,2,City,1969,600529.0
1913.0,2.0,2,Suburb,2000,466274.0
3255.0,5.0,3,City,1976,850671.0
2207.0,2.0,1,Suburb,1970,437488.0
1544.0,5.0,3,Suburb,2022,585387.0
2298.0,3.0,1,City,2005,682821.0
3439.0,1.0,1,City,1979,688101.0
2537.0,3.0,2,Suburb,1972,603603.0
2428.0,5.0,2,City,1976,707773.0
3580.0,4.0,2,City,1991,507441.0
1405.0,1.0,2,City,1975,648307.0
1508.0,4.0,3,City,1982,473206.0
1274.0,3.0,1,City,1970,534387.0
2684.0,1.0,3,City,1973,805583.0
2538.0,5.0,1,Suburb,2004,629240.0
3513.0,4.0,3,Suburb,1992,635670.0
2592.0,5.0,1,Suburb,2004,591112.0
2133.0,2.0,2,Suburb,2013,564557.0
2421.0,1.0,1,City,2010,666199.0
2503.0,4.0,2,Suburb,1982,990158.0
1235.0,3.0,1,City,1988,456272.0
4341.0,3.0,3,Suburb,1965,519756.0
2788.0,3.0,1,Suburb,1998,524990.0
2568.0,3.0,3,City,1964,337677.0
2856.0,4.0,3,City,1999,645233.0
2922.0,2.0,2,Suburb,1980,630923.0
2320.0,3.0,1,City,2018,570456.0
1972.0,3.0,3,City,1979,757979.0
2844.0,3.0,1,City,1983,596332.0
2693.0,2.0,2,City,1962,637907.0
1846.0,1.0,2,Suburb,2016,686655.0
3425.0,3.0,1,City,2022,609940.0
2628.0,3.0,3,Suburb,2006,911202.0
2937.0,3.0,3,Suburb,1978,604681.0
3406.0,1.0,3,Suburb,1972,758036.0
2435.0,3.0,1,Suburb,2004,652163.0
2644.0,1.0,3,Suburb,1991,659044.0
2994.0,1.0,3,Suburb,1989,790245.0
1906.0,5.0,3,Suburb,2001,617481.0
2458.0,5.0,2,City,2001,655107.0
2509.0,3.0,3,Suburb,1966,699280.0
1742.0,4.0,1,City,1962,576644.0
4062.0,5.0,1,City,1996,735112.0
1422.0,5.0,3,Suburb,1962,883472.0
1500.0,4.0,1,Suburb,1977,538055.0
3351.0,2.0,1,Suburb,2001,569259.0
2925.0,3.0,3,City,1968,510654.0
1692.0,2.0,2,City,2016,927268.0
2850.0,2.0,3,City,1983,751201.0
3460.0,1.0,1,Suburb,1966,474792.0
2398.0,1.0,1,City,2001,444356.0
4262.0,3.0,3,Suburb,2017,755083.0
1198.0,4.0,1,City,2015,1003834.0
2911.0,1.0,2,Suburb,2017,654009.0
3246.0,5.0,3,Suburb,1977,446653.0
3051.0,3.0,1,Suburb,1998,423216.0
2275.0,2.0,2,City,2009,610657.0
2214.0,3.0,1,City,1992,458263.0
2734.0,1.0,2,City,1987,625882.0
2998.0,4.0,1,City,2015,738367.0
2847.0,2.0,3,City,1984,701749.0
3157.0,4.0,1,Suburb,1973,727424.0
1697.0,3.0,3,Suburb,2014,699747.0
2258.0,4.0,2,Suburb,1966,769329.0
1753.0,4.0,2,Suburb,1963,625999.0
2146.0,3.0,1,City,1989,677715.0
3139.0,2.0,3,City,2021,853233.0
2496.0,4.0,3,Suburb,2016,778873.0
4267.0,4.0,2,Suburb,1996,478650.0
2557.0,3.0,2,City,2014,545310.0
2462.0,5.0,1,City,2024,476579.0
2495.0,4.0,2,Suburb,2011,633492.0
1968.0,1.0,2,Suburb,1962,182119.0
2379.0,2.0,3,City,1966,749245.0
3219.0,4.0,3,City,1993,524614.0
2500.0,3.0,3,City,1975,401973.0
1857.0,1.0,2,Suburb,1967,977333.0
1764.0,3.0,1,Suburb,1980,557622.0
2101.0,4.0,1,City,1970,410523.0
2472.0,1.0,2,Suburb,2009,578735.0
3266.0,2.0,1,Suburb,1965,892929.0
1469.0,2.0,2,City,1974,173804.0
2193.0,2.0,1,Suburb,1970,808319.0
2522.0,5.0,2,Suburb,1986,404055.0
1120.0,3.0,3,Suburb,2004,731466.0
1829.0,4.0,1,City,1997,499247.0
1938.0,1.0,3,City,1963,667330.0
1855.0,3.0,3,Suburb,2004,589281.0
2556.0,4.0,1,Suburb,1969,708703.0
2306.0,5.0,2,Suburb,2013,746654.0
2026.0,4.0,3,Suburb,1988,736223.0
2723.0,3.0,3,City,1971,555978.0
3641.0,4.0,2,Suburb,2015,702312.0
3581.0,1.0,2,Suburb,1999,798381.0
1057.0,5.0,1,Suburb,1996,628132.0
2829.0,1.0,1,Suburb,1979,687394.0
2293.0,5.0,2,City,1971,497304.0
2530.0,5.0,3,Suburb,1997,704589.0
2137.0,4.0,2,City,1989,569133.0
2503.0,1.0,1,City,2006,632436.0
2527.0,5.0,3,Suburb,2001,660808.0
2009.0,5.0,3,City,1964,691751.0
1784.0,4.0,1,City,2007,602246.0
2102.0,3.0,3,City,2010,905039.0
2586.0,3.0,2,Suburb,1971,521611.0
2844.0,2.0,1,City,1969,429838.0
3024.0,2.0,3,City,1996,477298.0
2069.0,5.0,1,Suburb,1973,513404.0
2621.0,3.0,3,City,2006,663428.0
3102.0,5.0,2,Suburb,1979,925838.0
3246.0,1.0,1,Suburb,2011,718346.0
2378.0,3.0,3,Suburb,1985,623901.0
2263.0,3.0,2,Suburb,2006,559807.0
2555.0,3.0,2,Suburb,1962,832349.0
1605.0,2.0,2,City,1961,501375.0
2282.0,4.0,3,Suburb,2000,429882.0
2947.0,4.0,3,City,1989,532277.0
2875.0,2.0,2,City,1996,583006.0
2228.0,2.0,2,Suburb,1962,746861.0
2574.0,2.0,2,City,1968,779147.0
1835.0,4.0,2,City,1967,738276.0
2918.0,5.0,2,Suburb,1968,335371.0
2364.0,2.0,3,Suburb,1976,662683.0
2224.0,5.0,1,Suburb,1983,668270.0
2163.0,5.0,1,City,1973,720455.0
2375.0,1.0,1,City,2013,439391.0
2102.0,4.0,3,City,1977,599519.0
2886.0,5.0,1,City,1998,595483.0
2139.0,4.0,1,Suburb,2006,792135.0
3549.0,4.0,1,City,1986,665301.0
3458.0,1.0,1,City,1993,560299.0
1788.0,4.0,2,Suburb,1978,393420.0
2469.0,5.0,3,City,1965,462180.0
1958.0,3.0,1,Suburb,1989,744346.0
2188.0,5.0,2,City,1971,336022.0
3839.0,5.0,1,Suburb,1974,374005.0
2202.0,4.0,1,City,1998,772573.0
2675.0,5.0,1,Suburb,2023,754319.0
2803.0,3.0,1,City,2023,461617.0
1710.0,4.0,1,City,1974,619777.0
1814.0,2.0,2,Suburb,2017,872440.0
1565.0,5.0,1,Suburb,1960,666609.0
1792.0,5.0,2,Suburb,1966,712417.0
500.0,1.0,1,City,1968,878197.0
2806.0,2.0,3,Suburb,1960,926906.0
3876.0,2.0,2,Suburb,1964,663296.0
2524.0,3.0,1,City,2006,869728.0
1416.0,2.0,2,Suburb,1969,789482.0
1964.0,1.0,1,Suburb,1961,590642.0
2094.0,3.0,1,Suburb,1982,716189.0
1698.0,2.0,2,City,2015,397960.0
3029.0,3.0,1,City,1978,744758.0
2994.0,2.0,1,City,1997,582099.0
1601.0,2.0,1,Suburb,2006,542095.0
2934.0,2.0,1,City,2011,809747.0
3502.0,5.0,1,City,2008,509939.0
3768.0,2.0,1,City,1982,713863.0
4450.0,5.0,2,Suburb,2009,795710.0
1780.0,4.0,3,City,1976,592594.0
4421.0,1.0,1,City,2007,685268.0
2169.0,3.0,2,City,1961,548157.0
2000.0,3.0,3,City,2021,524038.0
2651.0,4.0,2,Suburb,1972,626322.0
2007.0,2.0,3,City,2020,1122389.0
2702.0,1.0,3,City,1970,923383.0
1484.0,4.0,3,City,1986,582731.0
2250.0,4.0,2,Suburb,1994,640979.0
3331.0,3.0,3,Suburb,1977,600127.0
2379.0,5.0,1,City,2020,469612.0
2520.0,5.0,1,Suburb,2000,551473.0
2756.0,2.0,3,City,2002,589804.0
3249.0,2.0,3,Suburb,2008,298731.0
1246.0,4.0,1,Suburb,1970,616616.0
2834.0,2.0,2,City,2010,765838.0
2230.0,5.0,2,Suburb,2011,943718.0
2538.0,1.0,1,Suburb,2002,738695.0
3171.0,3.0,2,City,2017,529734.0
1573.0,5.0,2,City,1988,516418.0
1702.0,2.0,3,Suburb,1990,649854.0
1048.0,3.0,2,Suburb,1987,667834.0
2030.0,3.0,1,Suburb,2009,644491.0
3363.0,4.0,2,Suburb,1995,832108.0
2334.0,2.0,3,City,1978,725595.0
1470.0,4.0,1,Suburb,1971,732506.0
2075.0,3.0,1,City,1983,711313.0
1365.0,4.0,1,City,2024,562180.0
1622.0,2.0,3,City,1980,421992.0
2695.0,5.0,1,Suburb,1985,643562.0
1588.0,1.0,3,Suburb,1994,567027.0
3208.0,5.0,3,City,2017,756290.0
2369.0,3.0,2,City,2001,577336.0
2480.0,5.0,1,City,1988,832480.0
2222.0,4.0,2,City,1988,757009.0
2967.0,2.0,2,City,1968,906390.0
2975.0,5.0,3,Suburb,1961,892836.0
2657.0,5.0,2,Suburb,1961,770422.0
2820.0,2.0,2,Suburb,1977,495463.0
2269.0,4.0,2,Suburb,2016,598263.0
2804.0,1.0,1,City,1982,560191.0
2180.0,5.0,2,City,1978,679115.0
2421.0,3.0,3,Suburb,1978,728925.0
2225.0,4.0,1,City,2017,616979.0
2096.0,4.0,3,City,2008,750212.0
1931.0,5.0,1,City,2004,566717.0
2751.0,2.0,1,Suburb,1987,327159.0
3349.0,5.0,1,Suburb,2009,694973.0
3250.0,5.0,3,Suburb,1970,622320.0
1529.0,2.0,2,Suburb,2014,681308.0
3333.0,3.0,1,Suburb,1968,777074.0
2194.0,2.0,3,Suburb,1973,629193.0
2845.0,5.0,1,City,1980,484637.0
1777.0,1.0,2,Suburb,2007,576529.0
2520.0,2.0,1,City,2017,869951.0
2642.0,3.0,3,Suburb,1968,727087.0
1367.0,2.0,1,Suburb,1977,833160.0
2851.0,2.0,3,City,1971,592450.0
3374.0,4.0,2,Suburb,1975,770340.0
2296.0,4.0,2,City,1996,804313.0
3384.0,5.0,1,Suburb,1979,438439.0
2285.0,5.0,2,City,1979,706084.0
3022.0,2.0,3,Suburb,1974,691778.0
847.0,1.0,1,City,1984,491502.0
4134.0,5.0,3,Suburb,1976,492748.0
3480.0,2.0,1,City,1971,961326.0
2218.0,2.0,3,Suburb,2001,687966.0
1022.0,2.0,1,Suburb,1998,847704.0
2624.0,2.0,3,Suburb,2015,770955.0
1396.0,2.0,3,Suburb,2012,670584.0
2735.0,4.0,1,Suburb,2006,514857.0
2711.0,3.0,3,Suburb,1984,757962.0
1752.0,3.0,2,City,2009,664316.0
3214.0,2.0,3,City,1992,686928.0
2991.0,5.0,1,City,1988,702993.0
3111.0,1.0,2,City,1962,714850.0
2426.0,2.0,2,City,1998,742577.0
1416.0,1.0,3,City,1963,530451.0
3113.0,4.0,3,Suburb,1996,765763.0
2228.0,3.0,3,Suburb,1965,770331.0
1435.0,4.0,2,Suburb,1969,693233.0
3378.0,5.0,2,City,1971,751283.0
3908.0,5.0,2,Suburb,1962,873902.0
2390.0,2.0,1,City,2024,786861.0
3950.0,5.0,1,City,2023,495283.0
2484.0,5.0,3,City,1994,584270.0
2150.0,4.0,1,Suburb,1983,635292.0
1973.0,1.0,1,Suburb,2006,576778.0
3580.0,3.0,3,City,2011,460135.0
1867.0,5.0,3,Suburb,1993,800552.0
2941.0,5.0,2,Suburb,1984,547405.0
2023.0,4.0,2,City,1988,842140.0
2093.0,3.0,3,Suburb,2023,426633.0
3150.0,4.0,3,Suburb,2012,776766.0
2150.0,1.0,1,City,2017,788032.0
2133.0,4.0,1,City,2000,696810.0
